movie_id,title,budget,revenue,runtime,vote_average,vote_count,popularity,profit
127585,X-Men: Days of Future Past,250000000,747862775,131.0,7.5,6032,118.078691,497862775
54138,Star Trek Into Darkness,190000000,467365246,132.0,7.4,4418,78.291018,277365246
81005,Jack the Giant Slayer,195000000,197687603,114.0,5.5,2598,43.349855,2687603
64682,The Great Gatsby,105000000,351040419,143.0,7.3,3769,61.196071,246040419
9543,Prince of Persia: The Sands of Time,150000000,335154643,116.0,6.2,2317,62.169881,185154643
68726,Pacific Rim,180000000,407602906,131.0,6.7,4794,56.523205,227602906
38356,Transformers: Dark of the Moon,195000000,1123746996,154.0,6.1,3299,28.529607,928746996
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122.0,5.7,2495,75.674458,601636033
105864,The Good Dinosaur,175000000,331926147,93.0,6.6,1736,51.692953,156926147
62177,Brave,185000000,538983207,93.0,6.7,4641,125.114374,353983207
188927,Star Trek Beyond,185000000,343471816,122.0,6.6,2568,65.352913,158471816
10681,WALL·E,180000000,521311860,98.0,7.8,6296,66.390712,341311860
5174,Rush Hour 3,140000000,258022233,91.0,6.1,783,22.57178,118022233
14161,2012,200000000,769653595,158.0,5.6,4903,45.274225,569653595
17979,A Christmas Carol,200000000,325233863,96.0,6.6,1095,39.744242,125233863
76757,Jupiter Ascending,176000003,183987723,124.0,5.2,2768,85.36908,7987720
258489,The Legend of Tarzan,180000000,356743061,109.0,5.5,2430,42.741719,176743061
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,143.0,6.7,2629,67.391328,568806957
246655,X-Men: Apocalypse,178000000,543934787,144.0,6.4,4721,139.272042,365934787
155,The Dark Knight,185000000,1004558444,152.0,8.2,12002,187.322927,819558444
14160,Up,175000000,735099082,96.0,7.7,6870,92.201962,560099082
15512,Monsters vs Aliens,175000000,381509870,94.0,6.0,1423,36.167578,206509870
1726,Iron Man,140000000,585174222,126.0,7.4,8776,120.725053,445174222
44826,Hugo,170000000,185770160,126.0,7.0,2141,32.319043,15770160
8487,Wild Wild West,170000000,222104681,106.0,5.1,1020,40.748915,52104681
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,112.0,5.2,1387,60.034162,256128639
297761,Suicide Squad,175000000,745000000,123.0,5.9,7458,90.23792,570000000
2698,Evan Almighty,175000000,173000000,96.0,5.3,1151,27.082182,-2000000
137113,Edge of Tomorrow,178000000,370541256,113.0,7.6,4858,79.456485,192541256
9804,Waterworld,175000000,264218220,135.0,5.9,992,44.640292,89218220
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,118.0,5.6,1962,32.852443,127469017
150540,Inside Out,175000000,857611174,94.0,8.0,6560,128.655964,682611174
278927,The Jungle Book,175000000,966550600,106.0,6.7,2892,94.199316,791550600
10138,Iron Man 2,200000000,623933331,124.0,6.6,6849,77.300194,423933331
58595,Snow White and the Huntsman,170000000,396600000,127.0,5.8,3118,77.178973,226600000
102651,Maleficent,180000000,758539785,97.0,7.0,4496,110.620647,578539785
119450,Dawn of the Planet of the Apes,170000000,710644566,130.0,7.3,4410,243.791743,540644566
79698,The Lovers,27000000,0,109.0,4.8,34,2.418535,-27000000
64686,47 Ronin,175000000,150962475,119.0,5.9,1326,41.796339,-24037525
100402,Captain America: The Winter Soldier,170000000,714766572,136.0,7.6,5764,72.225265,544766572
10192,Shrek Forever After,165000000,752600867,93.0,6.0,1959,44.041186,587600867
158852,Tomorrowland,190000000,209154322,130.0,6.2,2846,130.311355,19154322
177572,Big Hero 6,165000000,652105443,102.0,7.8,6135,203.73459,487105443
82690,Wreck-It Ralph,165000000,471222889,108.0,7.1,4570,62.341073,306222889
5255,The Polar Express,165000000,305875730,100.0,6.4,1474,47.323228,140875730
47933,Independence Day: Resurgence,165000000,389681935,120.0,4.9,2491,48.775723,224681935
10191,How to Train Your Dragon,165000000,494878759,98.0,7.5,4227,67.263269,329878759
296,Terminator 3: Rise of the Machines,200000000,435000000,109.0,5.9,2143,69.405188,235000000
118340,Guardians of the Galaxy,170000000,773328629,121.0,7.9,9742,481.098624,603328629
157336,Interstellar,165000000,675120017,169.0,8.1,10867,724.247784,510120017
27205,Inception,160000000,825532764,148.0,8.1,13752,167.58371,665532764
315011,Shin Godzilla,15000000,77000000,120.0,6.5,143,9.476999,62000000
49051,The Hobbit: An Unexpected Journey,250000000,1021103568,169.0,7.0,8297,108.849621,771103568
9799,The Fast and the Furious,38000000,207283925,106.0,6.6,3428,6.909942,169283925
4922,The Curious Case of Benjamin Button,150000000,333932083,166.0,7.3,3292,60.269279,183932083
49538,X-Men: First Class,160000000,353624124,132.0,7.1,5181,3.195174,193624124
131634,The Hunger Games: Mockingjay - Part 2,160000000,653428261,137.0,6.6,3984,127.284427,493428261
27022,The Sorcerer's Apprentice,150000000,215283742,109.0,5.8,1470,35.580815,65283742
503,Poseidon,160000000,181674817,99.0,5.5,583,21.133748,21674817
241259,Alice Through the Looking Glass,170000000,299370084,113.0,6.5,1725,56.268916,129370084
810,Shrek the Third,160000000,798958165,93.0,6.0,2278,42.986467,638958165
68735,Warcraft,160000000,433677183,123.0,6.3,2268,63.148529,273677183
87101,Terminator Genisys,155000000,440603537,126.0,5.8,3631,202.042635,285603537
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,113.0,6.2,1514,49.661984,260686217
676,Pearl Harbor,140000000,449220945,183.0,6.6,1791,34.20669,309220945
1858,Transformers,150000000,709709780,144.0,6.6,4040,25.468493,559709780
1966,Alexander,155000000,167298192,175.0,5.6,927,39.019229,12298192
675,Harry Potter and the Order of the Phoenix,150000000,938212738,138.0,7.4,5494,78.144395,788212738
674,Harry Potter and the Goblet of Fire,150000000,895921036,157.0,7.5,5608,101.250416,745921036
8960,Hancock,150000000,624029371,92.0,6.2,2961,56.758411,474029371
6479,I Am Legend,150000000,585349010,101.0,6.9,4853,70.867401,435349010
118,Charlie and the Chocolate Factory,150000000,474968763,115.0,6.7,3624,53.905592,324968763
2062,Ratatouille,150000000,623722818,111.0,7.5,4369,65.677399,473722818
272,Batman Begins,150000000,374218673,140.0,7.5,7359,115.040024,224218673
10527,Madagascar: Escape 2 Africa,150000000,603900354,89.0,6.2,1810,44.141021,453900354
18360,Night at the Museum: Battle of the Smithsonian,150000000,413106170,105.0,5.9,1971,81.781591,263106170
2080,X-Men Origins: Wolverine,150000000,373062864,107.0,6.2,4021,5.954334,223062864
605,The Matrix Revolutions,150000000,424988211,129.0,6.4,3096,73.313918,274988211
109445,Frozen,150000000,1274219009,102.0,7.3,5295,165.125366,1124219009
604,The Matrix Reloaded,150000000,738599701,138.0,6.7,3443,70.78591,588599701
76338,Thor: The Dark World,170000000,644571402,112.0,6.8,4755,99.499595,474571402
76341,Mad Max: Fury Road,150000000,378858340,120.0,7.2,9427,434.278564,228858340
13448,Angels & Demons,150000000,356613439,138.0,6.5,2129,67.447636,206613439
10195,Thor,150000000,449326618,115.0,6.6,6525,86.493424,299326618
13053,Bolt,150000000,309979994,98.0,6.3,1750,41.845878,159979994
19585,G-Force,150000000,292817841,88.0,5.1,510,26.710398,142817841
57165,Wrath of the Titans,150000000,301000000,99.0,5.5,1431,44.927635,151000000
62213,Dark Shadows,150000000,245527149,113.0,5.7,2320,50.306728,95527149
177677,Mission: Impossible - Rogue Nation,150000000,682330139,131.0,7.1,3224,114.522237,532330139
7978,The Wolfman,150000000,0,102.0,5.5,549,21.214571,-150000000
5559,Bee Movie,150000000,287594577,91.0,5.7,1171,29.332905,137594577
49444,Kung Fu Panda 2,150000000,665692281,91.0,6.7,1880,51.247321,515692281
10196,The Last Airbender,150000000,318502923,103.0,4.7,1151,33.769336,168502923
956,Mission: Impossible III,150000000,397850012,126.0,6.5,2028,63.079003,247850012
117251,White House Down,150000000,205366737,131.0,6.4,1891,39.004588,55366737
50321,Mars Needs Moms,150000000,38992758,88.0,5.5,199,12.362599,-111007242
11619,Flushed Away,149000000,64459316,85.0,6.0,874,22.550135,-84540684
266647,Pan,150000000,128388320,111.0,5.9,954,48.03528,-21611680
82703,Mr. Peabody & Sherman,145000000,272912430,92.0,6.7,843,38.73494,127912430
652,Troy,175000000,497409852,163.0,6.9,2759,66.803149,322409852
80321,Madagascar 3: Europe's Most Wanted,145000000,746921274,93.0,6.4,1808,44.989192,601921274
36669,Die Another Day,140000000,431971116,133.0,5.8,1092,54.159392,291971116
43074,Ghostbusters,144000000,229147509,116.0,5.3,2142,66.21806,85147509
95,Armageddon,140000000,553799566,151.0,6.4,2482,58.485967,413799566
608,Men in Black II,140000000,441818803,88.0,6.0,3114,91.332849,301818803
2310,Beowulf,70000000,195735876,115.0,5.5,841,35.601665,125735876
140300,Kung Fu Panda 3,145000000,521170825,95.0,6.7,1603,56.747978,376170825
56292,Mission: Impossible - Ghost Protocol,145000000,694713380,133.0,6.8,3972,77.77477,549713380
81188,Rise of the Guardians,145000000,306941670,97.0,7.1,1922,61.788035,161941670
7552,Fun with Dick and Jane,100000000,202026112,90.0,5.9,627,25.159168,102026112
616,The Last Samurai,140000000,456758981,154.0,7.3,1895,52.341226,316758981
147441,Exodus: Gods and Kings,140000000,268031828,150.0,5.6,1921,101.599427,128031828
13475,Star Trek,150000000,385680446,127.0,7.4,4518,73.616808,235680446
557,Spider-Man,139000000,821708551,121.0,6.8,5265,82.502566,682708551
82702,How to Train Your Dragon 2,145000000,609123048,102.0,7.6,3106,100.21391,464123048
205584,Gods of Egypt,140000000,150680864,127.0,5.3,1277,56.257249,10680864
10048,Stealth,135000000,76932943,121.0,4.9,331,17.88953,-58067057
13183,Watchmen,130000000,185258983,163.0,7.0,2811,64.798873,55258983
944,Lethal Weapon 4,140000000,285444603,127.0,6.3,767,24.855701,145444603
1927,Hulk,137000000,245360480,138.0,5.3,1533,34.981698,108360480
72559,G.I. Joe: Retaliation,130000000,371876278,110.0,5.4,3025,59.325589,241876278
7364,Sahara,130000000,119269486,124.0,5.7,434,21.605568,-10730514
2114,Final Fantasy: The Spirits Within,137000000,85131830,106.0,5.9,433,26.074908,-51868170
1771,Captain America: The First Avenger,140000000,370569774,124.0,6.6,7047,74.506246,230569774
36643,The World Is Not Enough,135000000,361832400,128.0,6.0,862,39.604363,226832400
8619,Master and Commander: The Far Side of the World,150000000,212011111,138.0,6.9,790,36.973031,62011111
50620,The Twilight Saga: Breaking Dawn - Part 2,120000000,829000000,115.0,6.1,2553,99.687084,709000000
65759,Happy Feet Two,130000000,150406466,100.0,5.8,373,17.7735,20406466
1724,The Incredible Hulk,150000000,163712074,114.0,6.1,3021,62.898336,13712074
267935,The BFG,140000000,183345589,120.0,6.0,1000,44.19092,43345589
281957,The Revenant,135000000,532950503,156.0,7.3,6396,100.635882,397950503
77950,Turbo,135000000,282570682,96.0,6.1,1074,44.765377,147570682
44896,Rango,135000000,245724603,107.0,6.6,2051,29.91353,110724603
270946,Penguins of Madagascar,132000000,373552094,92.0,6.5,1346,84.366984,241552094
2503,The Bourne Ultimatum,70000000,442824138,115.0,7.3,2888,45.381501,372824138
9502,Kung Fu Panda,130000000,631744560,90.0,6.9,3145,84.689648,501744560
102899,Ant-Man,130000000,519311965,117.0,7.0,5880,120.09361,389311965
101299,The Hunger Games: Catching Fire,130000000,847423452,146.0,7.4,6495,76.310119,717423452
228161,Home,135000000,368871007,94.0,6.8,1519,63.473086,233871007
74,War of the Worlds,132000000,591739379,116.0,6.2,2322,48.572726,459739379
8961,Bad Boys II,130000000,273339556,147.0,6.3,1564,38.068736,143339556
417859,Puss in Boots,130000000,554987477,90.0,6.4,451,20.678787,424987477
27576,Salt,110000000,293329073,100.0,6.2,2093,48.829437,183329073
86834,Noah,125000000,362637473,139.0,5.6,2350,46.115758,237637473
17578,The Adventures of Tintin,130000000,371940071,107.0,6.7,2061,89.938296,241940071
673,Harry Potter and the Prisoner of Azkaban,130000000,789804554,141.0,7.7,5877,79.679601,659804554
6972,Australia,130000000,49554002,165.0,6.3,694,28.840997,-80445998
82700,After Earth,130000000,243843127,100.0,5.0,2532,42.840582,113843127
10567,Dinosaur,127500000,354248063,82.0,6.2,542,26.548594,226748063
181533,Night at the Museum: Secret of the Tomb,127000000,349424282,97.0,6.1,1851,115.597753,222424282
38055,Megamind,130000000,321887208,95.0,6.7,1918,68.757242,191887208
671,Harry Potter and the Philosopher's Stone,125000000,976475550,152.0,7.5,7006,109.984351,851475550
49524,R.I.P.D.,130000000,61648500,96.0,5.4,1260,39.448066,-68351500
22,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,143.0,7.5,6985,271.972889,515011224
131631,The Hunger Games: Mockingjay - Part 1,125000000,752100229,123.0,6.6,5584,206.227151,627100229
591,The Da Vinci Code,125000000,767820459,149.0,6.5,2704,45.313197,642820459
172385,Rio 2,103000000,500188435,102.0,6.3,978,42.40024,397188435
36658,X2,110000000,407711549,133.0,6.8,3506,2.871739,297711549
51497,Fast Five,125000000,626137675,130.0,7.1,2438,7.255718,501137675
58574,Sherlock Holmes: A Game of Shadows,125000000,334615000,129.0,7.0,3886,81.499621,209615000
18823,Clash of the Titans,125000000,232713139,106.0,5.6,2233,47.686442,107713139
861,Total Recall,65000000,261317921,113.0,7.1,1710,43.129703,196317921
1911,The 13th Warrior,160000000,61698899,102.0,6.4,510,27.220157,-98301101
49040,The Bourne Legacy,130000000,276572938,120.0,6.0,2651,90.33681,146572938
415,Batman & Robin,125000000,238207122,125.0,4.2,1418,50.073575,113207122
8871,How the Grinch Stole Christmas,123000000,345141403,104.0,6.2,1386,45.419668,222141403
435,The Day After Tomorrow,125000000,544272402,124.0,6.2,2392,41.380094,419272402
955,Mission: Impossible II,125000000,546388105,123.0,5.9,1928,54.931334,421388105
2133,The Perfect Storm,120000000,325756637,130.0,6.2,597,25.752118,205756637
1979,Fantastic 4: Rise of the Silver Surfer,130000000,289047763,92.0,5.4,2589,60.810723,159047763
87827,Life of Pi,120000000,609016565,127.0,7.2,5797,51.328145,489016565
1250,Ghost Rider,110000000,228738393,114.0,5.2,1712,46.834704,118738393
324668,Jason Bourne,120000000,415484914,123.0,5.9,2341,62.641286,295484914
9471,Charlie's Angels: Full Throttle,120000000,259175788,106.0,5.2,914,33.616115,139175788
70981,Prometheus,130000000,403170142,124.0,6.3,5080,68.889395,273170142
10996,Stuart Little 2,120000000,169956806,78.0,5.4,613,27.990284,49956806
68724,Elysium,115000000,286140700,109.0,6.4,3439,67.33767,171140700
2789,The Chronicles of Riddick,105000000,115772733,119.0,6.3,1570,27.835436,10772733
97020,RoboCop,120000000,242688965,102.0,5.7,2342,66.757869,122688965
7459,Speed Racer,120000000,93945766,135.0,5.7,354,17.060695,-26054234
42888,How Do You Know,120000000,48668907,121.0,4.9,223,11.137655,-71331093
37834,Knight and Day,117000000,261930431,109.0,5.9,1547,44.906918,144930431
75612,Oblivion,120000000,286168572,124.0,6.4,4800,67.698004,166168572
1895,Star Wars: Episode III - Revenge of the Sith,113000000,850000000,140.0,7.1,4116,44.108427,737000000
1894,Star Wars: Episode II - Attack of the Clones,120000000,649398328,142.0,6.4,3992,43.987061,529398328
585,"Monsters, Inc.",115000000,562816256,92.0,7.5,5996,106.815545,447816256
76170,The Wolverine,120000000,415440673,126.0,6.3,4053,15.953444,295440673
1893,Star Wars: Episode I - The Phantom Menace,115000000,924317558,136.0,6.3,4432,54.035265,809317558
49519,The Croods,135000000,585178928,98.0,6.8,2399,64.183321,450178928
2395,Asterix at the Olympic Games,97250400,132900000,116.0,5.0,471,20.344364,35649600
12100,Windtalkers,115000000,77628265,134.0,5.8,341,18.714197,-37371735
290595,The Huntsman: Winter's War,115000000,164602163,114.0,6.0,1523,60.467984,49602163
98566,Teenage Mutant Ninja Turtles,125000000,477200000,101.0,5.8,2636,143.350376,352200000
49047,Gravity,105000000,716392705,91.0,7.3,5751,110.153618,611392705
9619,Dante's Peak,116000000,178127760,108.0,5.7,428,16.90444,62127760
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,112.0,5.8,963,39.873791,110623848
166424,Fantastic Four,120000000,167977596,100.0,4.4,2278,38.126095,47977596
1593,Night at the Museum,110000000,574480841,108.0,6.3,2862,48.780039,464480841
254128,San Andreas,110000000,470490832,114.0,6.0,2968,100.412364,360490832
714,Tomorrow Never Dies,110000000,333011068,119.0,6.0,925,42.887121,223011068
2024,The Patriot,110000000,215294342,165.0,6.8,1099,23.657284,105294342
163,Ocean's Twelve,110000000,362744280,125.0,6.4,2124,76.840712,252744280
787,Mr. & Mrs. Smith,110000000,478207520,120.0,6.5,2965,44.635452,368207520
262500,Insurgent,110000000,295238201,119.0,6.2,3829,103.718387,185238201
2567,The Aviator,116000000,102000000,170.0,7.0,1489,45.616098,-14000000
38745,Gulliver's Travels,112000000,237382724,85.0,4.9,621,22.845143,125382724
40805,The Green Hornet,120000000,227817248,119.0,5.5,1251,31.703608,107817248
53182,300: Rise of an Empire,110000000,337580051,102.0,6.1,2397,71.510596,227580051
41513,The Smurfs,110000000,563749323,103.0,5.5,1179,36.65422,453749323
13700,Home on the Range,110000000,103951461,76.0,5.7,389,19.625972,-6048539
262504,Allegiant,110000000,179246868,121.0,5.9,1998,86.105615,69246868
39254,Real Steel,110000000,299268508,127.0,6.6,2692,37.195046,189268508
77931,The Smurfs 2,105000000,347434178,105.0,5.5,695,32.473628,242434178
1639,Speed 2: Cruise Control,160000000,164508066,121.0,4.1,434,23.336875,4508066
80274,Ender's Game,110000000,125537191,114.0,6.6,2303,45.94834,15537191
1571,Live Free or Die Hard,110000000,383531464,128.0,6.4,2089,48.93337,273531464
120,The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,178.0,8.0,8705,138.049577,778368364
10204,Around the World in 80 Days,110000000,72178895,120.0,5.7,672,22.643776,-37821105
8489,Ali,107000000,87713825,157.0,6.7,447,18.866672,-19286175
10588,The Cat in the Hat,0,0,82.0,4.9,366,18.251129,0
2048,"I, Robot",120000000,347234916,115.0,6.7,3793,95.914473,227234916
1495,Kingdom of Heaven,130000000,211643158,144.0,6.6,1157,44.490453,81643158
10137,Stuart Little,133000000,300135367,84.0,5.8,959,30.475297,167135367
10198,The Princess and the Frog,105000000,267045765,97.0,6.7,1247,62.479574,162045765
286217,The Martian,108000000,630161890,141.0,7.6,7268,167.93287,522161890
1635,The Island,126000000,162949164,136.0,6.5,1770,37.68056,36949164
24113,Town & Country,90000000,10372291,104.0,3.7,16,1.004579,-79627709
9679,Gone in Sixty Seconds,90000000,237202299,118.0,6.1,1485,52.995628,147202299
98,Gladiator,103000000,457640427,155.0,7.9,5439,95.301296,354640427
180,Minority Report,102000000,358372926,145.0,7.1,2608,65.948959,256372926
672,Harry Potter and the Chamber of Secrets,100000000,876688482,161.0,7.4,5815,132.397737,776688482
36557,Casino Royale,150000000,599045960,144.0,7.3,3855,88.935165,449045960
869,Planet of the Apes,100000000,362211740,119.0,5.6,1243,51.188633,262211740
280,Terminator 2: Judgment Day,100000000,520000000,137.0,7.7,4185,101.74155,420000000
11322,Public Enemies,80000000,214104620,140.0,6.5,1344,33.691694,134104620
4982,American Gangster,100000000,266465037,157.0,7.4,1502,42.361215,166465037
36955,True Lies,115000000,378882411,141.0,6.8,1116,38.729418,263882411
18487,The Taking of Pelham 1 2 3,100000000,150166126,106.0,6.2,954,40.597856,50166126
39451,Little Fockers,100000000,310650585,98.0,5.4,1060,32.389353,210650585
27581,The Other Guys,100000000,170432927,107.0,6.1,1383,24.399642,70432927
9268,Eraser,100000000,242295562,115.0,5.6,543,24.507987,142295562
68718,Django Unchained,100000000,425368238,165.0,7.8,10099,82.121691,325368238
10545,The Hunchback of Notre Dame,100000000,100138851,91.0,6.8,1129,46.727941,138851
11688,The Emperor's New Groove,100000000,169327687,78.0,7.2,1490,51.113717,69327687
76163,The Expendables 2,100000000,312573423,103.0,6.1,2896,53.732892,212573423
2059,National Treasure,100000000,347451894,131.0,6.4,1926,58.849256,247451894
2486,Eragon,100000000,249288105,104.0,4.9,967,30.863434,149288105
16523,Where the Wild Things Are,100000000,100086793,101.0,6.4,572,31.586215,86793
116711,Epic,100000000,268426634,102.0,6.4,1121,36.711378,168426634
37710,The Tourist,100000000,278731369,103.0,6.0,1699,41.426678,178731369
9946,End of Days,100000000,211989043,121.0,5.5,482,20.652943,111989043
1372,Blood Diamond,100000000,170877916,143.0,7.3,2281,52.792678,70877916
106646,The Wolf of Wall Street,100000000,392000694,180.0,7.9,6571,95.007934,292000694
414,Batman Forever,100000000,336529144,121.0,5.2,1498,48.205606,236529144
563,Starship Troopers,105000000,121214377,129.0,6.7,1560,58.782359,16214377
83542,Cloud Atlas,102000000,130482868,172.0,6.6,2977,73.872343,28482868
41216,Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,97.0,6.5,703,37.321848,60073390
314,Catwoman,100000000,82102379,104.0,4.2,808,32.271938,-17897621
184315,Hercules,100000000,243400000,99.0,5.6,1680,76.842247,143400000
9016,Treasure Planet,140000000,109578115,95.0,7.2,948,38.924136,-30421885
18162,Land of the Lost,100000000,68688831,102.0,5.3,381,19.38841,-31311169
138103,The Expendables 3,90000000,206172544,127.0,6.1,1795,61.025639,116172544
257088,Point Break,105000000,133718711,114.0,5.5,783,33.507289,28718711
10214,Son of the Mask,84000000,0,94.0,3.6,338,17.815595,-84000000
205775,In the Heart of the Sea,100000000,93820758,122.0,6.5,1276,50.767332,-6179242
11692,The Adventures of Pluto Nash,100000000,7103973,95.0,4.4,142,12.092241,-92896027
22972,Green Zone,100000000,94882889,115.0,6.4,717,30.254021,-5117111
227973,The Peanuts Movie,99000000,246233113,88.0,6.5,604,34.308098,147233113
29193,The Spanish Prisoner,10000000,13835130,110.0,7.1,73,3.091077,3835130
1734,The Mummy Returns,98000000,433013274,130.0,6.0,2206,41.862983,335013274
3131,Gangs of New York,100000000,193772504,167.0,7.1,1910,46.160048,93772504
76758,The Flowers of War,94000000,95311434,145.0,7.1,187,12.516546,1311434
9408,Surf's Up,85000000,149044513,85.0,5.9,601,23.230851,64044513
9890,The Stepford Wives,90000000,102000000,93.0,5.4,334,19.224754,12000000
855,Black Hawk Down,92000000,172989651,144.0,7.2,1811,44.455166,80989651
77953,The Campaign,0,104907746,85.0,5.6,578,16.460356,104907746
18,The Fifth Element,90000000,263920180,126.0,7.3,3885,109.528572,173920180
37786,Sex and the City 2,100000000,288347692,146.0,5.4,426,18.325897,188347692
10501,The Road to El Dorado,95000000,76432727,89.0,7.0,858,37.054554,-18567273
57800,Ice Age: Continental Drift,95000000,877244782,88.0,6.2,2672,65.229868,782244782
150689,Cinderella,95000000,543514353,105.0,6.7,2374,101.187052,448514353
7980,The Lovely Bones,65000000,93525586,136.0,6.6,1065,29.257137,28525586
12,Finding Nemo,94000000,940335536,100.0,7.6,6122,85.688789,846335536
122,The Lord of the Rings: The Return of the King,94000000,1118888979,201.0,8.1,8064,123.630332,1024888979
121,The Lord of the Rings: The Two Towers,79000000,926287400,179.0,8.0,7487,106.914973,847287400
68737,Seventh Son,95000000,114178613,102.0,5.2,957,63.628459,19178613
1995,Lara Croft: Tomb Raider,115000000,274703340,100.0,5.7,2192,41.498631,159703340
157353,Transcendence,100000000,103039258,119.0,5.9,2295,58.991388,3039258
331,Jurassic Park III,93000000,368780809,92.0,5.7,2077,1.859364,275780809
61791,Rise of the Planet of the Apes,93000000,482860185,105.0,7.0,4347,138.433168,389860185
8204,The Spiderwick Chronicles,90000000,162839667,95.0,6.3,572,21.436682,72839667
47964,A Good Day to Die Hard,92000000,304654182,98.0,5.2,3493,65.402595,212654182
10733,The Alamo,145000000,25819961,137.0,5.8,106,10.660441,-119180039
9806,The Incredibles,92000000,631442092,115.0,7.4,5152,77.817571,539442092
1408,Cutthroat Island,98000000,10017322,119.0,5.7,136,7.029308,-87982678
32657,Percy Jackson & the Olympians: The Lightning Thief,95000000,226497209,118.0,6.0,2010,61.121717,131497209
